00ROPC9999BOVESPA 99992017030320170303                                                                                                                          
01PETR        PN        201703202070000070PETRC49     000000010000000001950000000000005900000000001297400000000000268800000000001572100000005400000301861ACN    
01PETR        PN        201703200477000070PETRC20     000000010000000002000000000000360500000000006218600000000005146300000000011725400000046600000921861ACN    
01PETR        PN        201703201996000070PETRC80     000000010000000002075000000000008200000000001337400000000000032800000000001378400000002400000091862ACN    
01PETR        PN        201703201783000070PETRC21     000000010000000002100000000000089800000000003994000000000001492400000000005576200000025300000371861ACN    
01PETR        PN        201703202542000070PETRC91     000000010000000002150000000000088600000000001993900000000000030800000000002113300000007900000081861ACN    
01PETR        PN        201703200345000070PETRC22     000000010000000002200000000000002800000000005768000000000000733000000000006503800000029500000301861ACN    
01PETR        PN        201703201791000070PETRC23     000000010000000002300000000000120100000000002735600000000000799600000000003655300000010900000181861ACN    
01PETR        PN        201703201805000070PETRC24     000000010000000002400000000000000000000000002015400000000000623600000000002639000000009500000131861ACN    
01PETR        PN        201703203395000070PETRC64     000000010000000002425000000000000000000000000072800000000000000000000000000072800000000500000021862ACN    
01PETR        PN        201703202402000070PETRC25     000000010000000002500000000000000000000000001481000000000000255800000000001736800000005100000111861ACN    
01PETR        PN        201703202410000070PETRC26     000000010000000002600000000000000000000000001189800000000000055500000000001245300000004500000081861ACN    
01PETR        PN        201703202429000070PETRC27     000000010000000002700000000000002000000000000916300000000000185000000000001103300000005000000081861ACN    
01PETR        PN        201703202437000070PETRC28     000000010000000002800000000000000000000000000464600000000000083500000000000548100000003100000051861ACN    
01POMO        PN      N2201703200043000070POMOC36     000000010000000000360000000000004500000000000000000000000000032500000000000037000000000200000020801ACN    
01PSSA        ON      NM201703200051000070PSSAC58     000000010000000002841000000000000000000000000000000000000000019000000000000019000000000100000011291ACN    
01PSSA        ON      NM201703200051000070PSSAC57     000000010000000002791000000000000000000000000000000000000000050000000000000050000000000100000011301ACN    
01PSSA        ON      NM201703200078000070PSSAC29     000000010000000002941000000000000000000000000000000000000000014000000000000014000000000100000011301ACN    
01QUAL        ON      NM201703200230000070QUALC19     000000010000000001900000000000000000000000000014000000000000000000000000000014000000000100000011041ACN    
01QUAL        ON      NM201703200302000070QUALC50     000000010000000002050000000000000000000000000000000000000000001300000000000001300000000200000021041ACN    
01QUAL        ON      NM201703200310000070QUALC51     000000010000000002150000000000000000000000000000000000000000000100000000000000100000000100000011041ACN    
01QUAL  FM    ON      NM201703200248000070QUALC49     000000010000000001950000000000000000000000000000100000000000000300000000000000400000000100000021041ACN    
01QUAL  FM    ON      NM201703200256000070QUALC20     000000010000000002000000000000024600000000000000000000000000001500000000000026100000000200000141041ACN    
01QUAL  FM    ON      NM201703200264000070QUALC21     000000010000000002100000000000000000000000000006800000000000004400000000000011200000000100000071041ACN    
01QUAL  FM    ON      NM201703200272000070QUALC22     000000010000000002200000000000002900000000000000300000000000000500000000000003700000000200000061041ACN    
01RADL        ON      NM201703200302000070RADLC36     000000010000000003550000000000003000000000000000000000000000007200000000000010200000000100000021171ACN    
01RADL        ON      NM201703200183000070RADLC34     000000010000000006450000000000000000000000000000000000000000020000000000000020000000000100000021212ACN    
01RENT        ON      NM201703200094000070RENTC82     000000010000000004206000000000000000000000000000000000000000220000000000000220000000000100000041592ACN    
01RENT        ON      NM201703200051000070RENTC98     000000010000000003856000000000000000000000000000000000000000073200000000000073200000000100000011602ACN    
01RUMO        ON      NM201703201520000070RUMOC65     000000010000000000650000000000000000000000000000000000000000618000000000000618000000000500000051022ACN    
01RUMO        ON      NM201703202313000070RUMOC67     000000010000000000670000000000000000000000000000000000000000031500000000000031500000000100000011022ACN    
01RUMO        ON      NM201703202062000070RUMOC72     000000010000000000720000000000000100000000000000000000000000000000000000000000100000000100000011021ACN    
01RUMO        ON      NM201703201538000070RUMOC8      000000010000000000800000000000005000000000000002000000000001029600000000001036600000001800000171021ACN    
01TIMP        ON      NM201703202313000070TIMPC84     000000010000000000840000000000000000000000000016000000000000000000000000000016000000000100000011051ACN    
01TIMP        ON      NM201703202348000070TIMPC9      000000010000000000900000000000000000000000000005400000000000000000000000000005400000000100000011051ACN    
01TIMP        ON      NM201703202364000070TIMPC94     000000010000000000940000000000000000000000000004000000000000006800000000000010800000000200000021051ACN    
01TIMP  FM    ON      NM201703202372000070TIMPC96     000000010000000000960000000000000000000000000006900000000000001200000000000008100000000100000011051ACN    
01TIMP  FM    ON      NM201703202380000070TIMPC98     000000010000000000980000000000000000000000000000000000000000001000000000000001000000000200000011051ACN    
01TIMP  FM    ON      NM201703202399000070TIMPC10     000000010000000001000000000000000000000000000008000000000000001700000000000009700000000100000021051ACN    
01TRPL        PN      N1201703200086000070TRPLC5      000000010000000006550000000000000000000000000000000000000000062000000000000062000000000700000011652ACN    
01TRPL        PN      N1201703200159000070TRPLC27     000000010000000006750000000000000000000000000007600000000000062400000000000070000000000800000021652ACN    
01TRPL        PN      N1201703200108000070TRPLC68     000000010000000006800000000000000000000000000000000000000000060000000000000060000000000700000011651ACN    
01TRPL        PN      N1201703200116000070TRPLC21     000000010000000007150000000000000000000000000000000000000000001000000000000001000000000100000011652ACN    
01TRPL        PN      N1201703200027000070TRPLC75     000000010000000007500000000000000000000000000000000000000000007600000000000007600000000100000011651ACN    
01UGPA    /ED ON      NM201703202623000070UGPAC27     000000010000000007583000000000000000000000000000000000000000070000000000000070000000000100000021372ACN    
01UGPA    /ED ON      NM201703201856000070UGPAC17     000000010000000006683000000000000000000000000000000000000000003000000000000003000000000100000011382ACN    
01UGPA    /ED ON      NM201703201279000070UGPAC69     000000010000000006833000000000011400000000000000000000000000031100000000000042500000000100000031381ACN    
01UGPA    /ED ON      NM201703201287000070UGPAC70     000000010000000006933000000000002500000000000000000000000000679400000000000681900000000400000041381ACN    
01UGPA    /ED ON      NM201703201295000070UGPAC71     000000010000000007033000000000000000000000000000800000000000000200000000000001000000000100000021381ACN    
01UGPA    /ED ON      NM201703201309000070UGPAC72     000000010000000007133000000000000100000000000000000000000000036200000000000036300000000200000031381ACN    
01UGPA  FM/ED ON      NM201703201228000070UGPAC64     000000010000000006333000000000000000000000000001400000000000000000000000000001400000000100000011381ACN    
01UGPA  FM/ED ON      NM201703201236000070UGPAC65     000000010000000006433000000000000000000000000002300000000000132400000000000134700000000300000211381ACN    
01UGPA  FM/ED ON      NM201703201244000070UGPAC66     000000010000000006533000000000000000000000000003800000000000045600000000000049400000000300000021381ACN    
01UGPA  FM/ED ON      NM201703201252000070UGPAC67     000000010000000006633000000000000000000000000000000000000000010700000000000010700000000100000021381ACN    
01UGPA  FM/ED ON      NM201703201260000070UGPAC68     000000010000000006733000000000000000000000000000000000000000013200000000000013200000000100000011381ACN    
01USIM        PNA     N1201703202291000070USIMC39     000000010000000000390000000000004000000000000000000000000000000000000000000004000000000200000021571ACN    
01USIM        PNA     N1201703202348000070USIMC44     000000010000000000440000000000010000000000000010000000000000000000000000000020000000000200000051571ACN    
01USIM        PNA     N1201703202356000070USIMC45     000000010000000000450000000000013700000000000097300000000000022700000000000133700000000200000091571ACN    
01USIM        PNA     N1201703202364000070USIMC46     000000010000000000460000000000006900000000000023400000000000008400000000000038700000000400000071571ACN    
01USIM        PNA     N1201703202372000070USIMC47     000000010000000000470000000000031500000000000030000000000000001000000000000062500000000600000061571ACN    
01USIM        PNA     N1201703202380000070USIMC48     000000010000000000480000000000000000000000000014300000000000002100000000000016400000000300000041571ACN    
01USIM        PNA     N1201703202445000070USIMC58     000000010000000000580000000000089500000000000083800000000000001100000000000174400000001000000171571ACN    
01USIM        PNA     N1201703202453000070USIMC6      000000010000000000600000000000480000000000000149700000000000078400000000000708100000007200000301571ACN    
01USIM  FM    PNA     N1201703202399000070USIMC49     000000010000000000490000000000018200000000000000000000000000002700000000000020900000000400000061571ACN    
01USIM  FM    PNA     N1201703202402000070USIMC5      000000010000000000500000000000141600000000000122400000000000065500000000000329500000005000000381571ACN    
01USIM  FM    PNA     N1201703202410000070USIMC52     000000010000000000520000000000316200000000000006000000000000064700000000000386900000003000000491571ACN    
01USIM  FM    PNA     N1201703202429000070USIMC54     000000010000000000540000000000243400000000000013900000000000104700000000000362000000002100000511571ACN    
01USIM  FM    PNA     N1201703202437000070USIMC56     000000010000000000560000000000160300000000000017200000000000053400000000000230900000001600000471571ACN    
01VALE        PNA     N1201703203298000070VALEC74     000000010000000002198000000000049800000000000032500000000000046100000000000128400000000800000221901ACN    
01VALE        PNA     N1201703202720000070VALEC92     000000010000000000903000000000016900000000000001100000000000000000000000000018000000000200000051921ACN    
01VALE        PNA     N1201703202852000070VALEC70     000000010000000001023000000000014100000000000000400000000000000700000000000015200000000100000061922ACN    
01VALE        PNA     N1201703202747000070VALEC64     000000010000000001123000000000551300000000000000000000000000002600000000000553900000000300000131922ACN    
01VALE        PNA     N1201703202690000070VALEC55     000000010000000001198000000000126000000000000269800000000000003500000000000399300000000300000041921ACN    
01VALE        PNA     N1201703202771000070VALEC66     000000010000000001223000000000003300000000000000000000000000000000000000000003300000000200000011922ACN    
01VALE        PNA     N1201703202860000070VALEC72     000000010000000001273000000000000000000000000004300000000000000000000000000004300000000300000021922ACN    
01VALE        PNA     N1201703202682000070VALEC53     000000010000000001323000000000028200000000000000000000000000092000000000000120200000000500000091922ACN    
01VALE        PNA     N1201703202909000070VALEC71     000000010000000001473000000000147500000000000000000000000000011500000000000159000000000400000101922ACN    
01VALE        PNA     N1201703202780000070VALEC68     000000010000000001623000000000069500000000000000600000000000000000000000000070100000000500000041922ACN    
01VALE        PNA     N1201703202704000070VALEC56     000000010000000001673000000000377100000000000000000000000000002000000000000379100000000400000031922ACN    
01VALE        PNA     N1201703202755000070VALEC65     000000010000000001723000000000040000000000000002800000000000062600000000000105400000000400000081922ACN    
01VALE        PNA     N1201703205479000070VALEC78     000000010000000001823000000000007000000000000752300000000000017600000000000776900000000500000171922ACN    
01VALE        ON      N1201703200019000070VALEC98     000000010000000001875000000000000000000000000000000000000000037200000000000037200000000100000011922ACN    
01VALE        PNA     N1201703206246000070VALEC79     000000010000000001923000000000047200000000000000000000000000132900000000000180100000000600000111922ACN    
01VALE        PNA     N1201703205487000070VALEC90     000000010000000002023000000000115500000000001549500000000000126000000000001791000000000700000131922ACN    
01VALE        PNA     N1201703206254000070VALEC81     000000010000000002123000000000000400000000000006800000000000048000000000000055200000000600000051922ACN    
01VALE        PNA     N1201703206262000070VALEC82     000000010000000002223000000000017100000000000050900000000000072200000000000140200000000700000271922ACN    
01VALE        PNA     N1201703208010000070VALEC63     000000010000000002323000000000009500000000000068600000000000019100000000000097200000000500000141922ACN    
01VALE        PNA     N1201703206270000070VALEC84     000000010000000002423000000000066000000000000243800000000000073400000000000383200000000900000301922ACN    
01VALE        PNA     N1201703206289000070VALEC85     000000010000000002523000000000048200000000000097600000000000005500000000000151300000001000000131922ACN    
01VALE        PNA     N1201703205550000070VALEC26     000000010000000002598000000000259900000000000053700000000000394800000000000708400000002000001021921ACN    
01VALE        PNA     N1201703208028000070VALEC96     000000010000000002648000000000037500000000000001100000000000105000000000000143600000000900000261921ACN    
01VALE        PNA     N1201703206939000070VALEC89     000000010000000002973000000000077300000000000141900000000000409600000000000628800000001200000341922ACN    
01VALE        PNA     N1201703208036000070VALEC99     000000010000000003023000000000032500000000000230800000000000222400000000000485700000001800000331922ACN    
01VALE        PNA     N1201703207358000070VALEC80     000000010000000003073000000000136300000000000263100000000000011400000000000410800000002100000211922ACN    
01VALE        ON      N1201703200132000070VALEC40     000000010000000003100000000000000000000000000000000000000000005800000000000005800000000100000091921ACN    
01VALE        PNA     N1201703208044000070VALEC91     000000010000000003173000000000026700000000000923500000000000019700000000000969900000002600000291922ACN    
01VALE        PNA     N1201703202720000070VALEC39     000000010000000000793000000000002000000000000000000000000000001000000000000003000000000100000011932ACN    
01VALE        PNA     N1201703202739000070VALEC41     000000010000000000813000000000001400000000000001000000000000000000000000000002400000000100000021932ACN    
01VALE        PNA     N1201703200442000070VALEC11     000000010000000001148000000000023000000000000040600000000000062500000000000126100000000300000051931ACN    
01VALE        PNA     N1201703200264000070VALEC12     000000010000000001248000000000007000000000000003400000000000013400000000000023800000000500000071931ACN    
01VALE        PNA     N1201703202950000070VALEC47     000000010000000001398000000000003000000000000000000000000000000000000000000003000000000100000011931ACN    
01VALE        PNA     N1201703202852000070VALEC42     000000010000000001698000000000000900000000000004000000000000029100000000000034000000000300000041931ACN    
01VALE        PNA     N1201703202860000070VALEC44     000000010000000001748000000000000000000000000006000000000000100000000000000106000000000300000021931ACN    
01VALE        PNA     N1201703202143000070VALEC88     000000010000000001873000000000000000000000000060000000000000029400000000000089400000000200000031932ACN    
01VALE        PNA     N1201703201414000070VALEC49     000000010000000001998000000000010900000000000009400000000000070300000000000090600000000500000191931ACN    
01VALE        PNA     N1201703201422000070VALEC10     000000010000000002048000000000015800000000000000000000000000010800000000000026600000000600000091931ACN    
01VALE        PNA     N1201703200558000070VALEC7      000000010000000002098000000000005100000000000015100000000000019800000000000040000000000600000071931ACN    
01VALE        PNA     N1201703201430000070VALEC21     000000010000000002148000000000002300000000000006600000000000000000000000000008900000000300000041931ACN    
01VALE        PNA     N1201703201449000070VALEC22     000000010000000002248000000000070600000000000188400000000000081100000000000340100000000700000191931ACN    
01VALE        PNA     N1201703200671000070VALEC52     000000010000000002298000000000050500000000000011100000000000106200000000000167800000000700000191931ACN    
01VALE        PNA     N1201703201457000070VALEC23     000000010000000002348000000000014100000000000066900000000000008800000000000089800000000600000171931ACN    
01VALE        PNA     N1201703201465000070VALEC43     000000010000000002398000000000002800000000000089400000000000019100000000000111300000000400000151931ACN    
01VALE        PNA     N1201703201473000070VALEC24     000000010000000002448000000000017100000000000279500000000000050300000000000346900000000800000341931ACN    
01VALE        PNA     N1201703201481000070VALEC54     000000010000000002498000000000016400000000000117900000000000047000000000000181300000001000000261931ACN    
01VALE        PNA     N1201703200450000070VALEC25     000000010000000002548000000000095100000000000008300000000000063900000000000167300000001100000301931ACN    
01VALE        PNA     N1201703200680000070VALEC8      000000010000000002573000000000000000000000000027500000000000015500000000000043000000000400000061932ACN    
01VALE        PNA     N1201703202879000070VALEC45     000000010000000002623000000000015300000000000001100000000000010600000000000027000000000500000051932ACN    
01VALE        PNA     N1201703200469000070VALEC76     000000010000000002698000000000112000000000000013800000000000256200000000000382000000001300000421931ACN    
01VALE        PNA     N1201703200477000070VALEC27     000000010000000002748000000000110200000000000295800000000000266800000000000672800000002500000951931ACN    
01VALE        PNA     N1201703200132000070VALEC57     000000010000000002798000000000167400000000000426600000000000269100000000000863100000002300000851931ACN    
01VALE        PNA     N1201703202631000070VALEC30     000000010000000002848000000000081500000000000504200000000000069800000000000655500000001800000651931ACN    
01VALE        PNA     N1201703200140000070VALEC18     000000010000000002898000000000197000000000000455900000000000275500000000000928400000004800001281931ACN    
01VALE        PNA     N1201703202640000070VALEC31     000000010000000002948000000000080300000000000338900000000000081000000000000500200000002900000571931ACN    
01VALE        PNA     N1201703200159000070VALEC59     000000010000000002998000000000225400000000000374700000000001460900000000002061000000005700001551931ACN    
01VALE        PNA     N1201703202658000070VALEC32     000000010000000003048000000000156900000000000447700000000000101100000000000705700000006400001091931ACN    
01VALE        PNA     N1201703200167000070VALEC20     000000010000000003098000000000287800000000001213300000000000987900000000002489000000010400002151931ACN    
01VALE        PNA     N1201703201490000070VALEC9      000000010000000003123000000000017100000000000309500000000000099900000000000426500000001500000251932ACN    
01VALE        PNA     N1201703202666000070VALEC33     000000010000000003148000000000129000000000000496600000000000168500000000000794100000007000000961931ACN    
01VALE        PNA     N1201703200175000070VALEC1      000000010000000003198000000000317800000000003404900000000000654400000000004377100000028500002521931ACN    
01VALE        PNA     N1201703201708000070VALEC13     000000010000000003223000000000114300000000000437100000000000236300000000000787700000004400000481932ACN    
01VALE        PNA     N1201703202674000070VALEC34     000000010000000003248000000000105500000000000723400000000000308300000000001137200000012300001281931ACN    
01VALE        PNA     N1201703200183000070VALEC2      000000010000000003298000000000486400000000005257900000000001174800000000006919100000031800002051931ACN    
01VALE        PNA     N1201703202100000070VALEC15     000000010000000003323000000000142500000000000309900000000000279100000000000731500000005700000521932ACN    
01VALE        PNA     N1201703202682000070VALEC35     000000010000000003348000000000086300000000002991200000000000175400000000003252900000012900001111931ACN    
01VALE        PNA     N1201703200191000070VALEC3      000000010000000003398000000000312600000000005251400000000001095400000000006659400000046800002861931ACN    
01VALE        PNA     N1201703201953000070VALEC14     000000010000000003423000000000080800000000000691800000000000259500000000001032100000004500000581932ACN    
01VALE        PNA     N1201703202690000070VALEC36     000000010000000003448000000000099000000000005278100000000002670100000000008047200000024100001521931ACN    
01VALE        PNA     N1201703200205000070VALEC4      000000010000000003498000000000242100000000009120200000000002140300000000011502600000041100002971931ACN    
01VALE        PNA     N1201703202704000070VALEC37     000000010000000003548000000000093000000000001195600000000000594600000000001883200000013000000961931ACN    
01VALE        PNA     N1201703200213000070VALEC5      000000010000000003598000000000252500000000008864100000000002002000000000011118600000059500002041931ACN    
01VALE        PNA     N1201703202712000070VALEC38     000000010000000003648000000000079100000000002768900000000001103600000000003951600000016400000881931ACN    
01VALE        PNA     N1201703200221000070VALEC6      000000010000000003698000000000159500000000003928100000000003112600000000007200200000052400002041931ACN    
01VALE        PNA     N1201703202470000070VALEC29     000000010000000003763000000000013000000000000161000000000000386200000000000560200000004300000181932ACN    
01VALE        PNA     N1201703202437000070VALEC16     000000010000000003798000000000017800000000007321600000000001434500000000008773900000031900001091931ACN    
01VALE        PNA     N1201703202445000070VALEC17     000000010000000003898000000000115400000000004169500000000000884800000000005169700000027300001361931ACN    
01VALE        PNA     N1201703202453000070VALEC19     000000010000000003998000000000049700000000001385500000000003520700000000004955900000026700000691931ACN    
01VALE        PNA     N1201703202461000070VALEC28     000000010000000004098000000000016500000000002240100000000006122800000000008379400000041700000531931ACN    
01VALE        PNA     N1201703202577000070VALEC61     000000010000000004198000000000000600000000002171000000000003547000000000005718600000020800000431931ACN    
01VALE        PNA     N1201703202585000070VALEC62     000000010000000004298000000000011200000000001090200000000002301100000000003402500000020000000451931ACN    
01VALE        PNA     N1201703202593000070VALEC73     000000010000000004398000000000017300000000001058200000000001231900000000002307400000012200000301931ACN    
01VALE        PNA     N1201703202534000070VALEC94     000000010000000004498000000000055500000000003028400000000004816600000000007900500000049800001121931ACN    
01VIVT    /EJ PN        201703200353000070VIVTC73     000000010000000004326000000000000000000000000000000000000000054000000000000054000000000100000011322ACN    
01VIVT    /EJ PN        201703200957000070VIVTC13     000000010000000004351000000000000000000000000020000000000000000000000000000020000000000100000011321ACN    
01VIVT    /EJ PN        201703201082000070VIVTC16     000000010000000004651000000000000000000000000000000000000000146900000000000146900000000100000031321ACN    
01VIVT    /EJ PN        201703201015000070VIVTC47     000000010000000004726000000000001700000000000000000000000000000700000000000002400000000100000051321ACN    
01VIVT    /EJ PN        201703201031000070VIVTC19     000000010000000004926000000000007100000000000004700000000000000000000000000011800000000200000051321ACN    
01VIVT    /EJ PN        201703200680000070VIVTC1      000000010000000004976000000000000600000000000000000000000000000000000000000000600000000200000021331ACN    
01VIVT    /EJ PN        201703200345000070VIVTC90     000000010000000005001000000000000000000000000000400000000000400000000000000400400000000100000051332ACN    
01VIVT  FM/EJ PN        201703201163000070VIVTC17     000000010000000004676000000000011200000000000000500000000000004300000000000016000000000300000101311ACN    
01VIVT  FM/EJ PN        201703201171000070VIVTC18     000000010000000004776000000000006000000000000000000000000000044700000000000050700000000100000091311ACN    
01VIVT  FM/EJ PN        201703200973000070VIVTC14     000000010000000004451000000000000000000000000001100000000000007600000000000008700000000100000021321ACN    
01VIVT  FM/EJ PN        201703200990000070VIVTC15     000000010000000004551000000000000500000000000000000000000000007800000000000008300000000100000021321ACN    
01VIVT  FM/EJ PN        201703200361000070VIVTC49     000000010000000004876000000000000500000000000172300000000000150700000000000323500000000700000111321ACN    
01BBAS    /ERJON      NM201704170116000070BBASD23     000000010000000002336000000000000000000000000006300000000000000000000000000006300000000100000012651ACN    
01BBAS    /ERJON      NM201704170019000070BBASD55     000000010000000002586000000000003700000000000004700000000000001300000000000009700000000300000032651ACN    
01BBAS    /ERJON      NM201704170132000070BBASD26     000000010000000002636000000000033100000000000000000000000000000000000000000033100000000100000042651ACN    
01BBAS    /ERJON      NM201704170159000070BBASD27     000000010000000002736000000000865000000000000000000000000000000000000000000865000000000100000012651ACN    
01BBAS    /ERJON      NM201704170035000070BBASD78     000000010000000002811000000000000000000000000001000000000000000000000000000001000000000100000012652ACN    
01BBAS    /ERJON      NM201704170175000070BBASD59     000000010000000002936000000000000000000000000007000000000000014000000000000021000000000400000032651ACN    
01BBAS    /ERJON      NM201704170060000070BBASD70     000000010000000003011000000000000000000000000003300000000000165300000000000168600000000200000032652ACN    
01BBAS    /ERJON      NM201704170183000070BBASD60     000000010000000003036000000000000200000000000005000000000000000500000000000005700000000300000032651ACN    
01BBAS    /ERJON      NM201704170191000070BBASD10     000000010000000003086000000000107100000000000138500000000000009400000000000255000000000400000102651ACN    
01BBAS    /ERJON      NM201704170507000070BBASD61     000000010000000003111000000000000000000000000029000000000000000000000000000029000000000500000022652ACN    
01BBAS    /ERJON      NM201704170205000070BBASD31     000000010000000003136000000000003600000000000081500000000000055200000000000140300000001000000102651ACN    
01BBAS    /ERJON      NM201704170213000070BBASD1      000000010000000003186000000000215000000000000254300000000000051000000000000520300000001400000082651ACN    
01BBAS    /ERJON      NM201704170825000070BBASD72     000000010000000003211000000000000100000000000019900000000000002300000000000022300000000200000042652ACN    
01BBAS    /ERJON      NM201704170221000070BBASD32     000000010000000003286000000000008600000000000025900000000000017500000000000052000000000500000162651ACN    
01BBAS    /ERJON      NM201704170523000070BBASD63     000000010000000003311000000000009500000000000011100000000000029500000000000050100000000300000092652ACN    
01BBAS    /ERJON      NM201704170230000070BBASD33     000000010000000003336000000000003700000000000209300000000000149200000000000362200000000500000312651ACN    
01BBAS    /ERJON      NM201704170515000070BBASD64     000000010000000003411000000000004700000000000022400000000000010200000000000037300000000300000092652ACN    
01BBAS    /ERJON      NM201704170256000070BBASD34     000000010000000003436000000000006000000000000012500000000000040300000000000058800000001200000292651ACN    
01BBAS    /ERJON      NM201704170833000070BBASD95     000000010000000003511000000000002000000000000009500000000000500300000000000511800000000700000062652ACN    
01BBAS    /ERJON      NM201704170787000070BBASD35     000000010000000003536000000000014600000000000086300000000000467700000000000568600000000900000202651ACN    
01BBAS    /ERJON      NM201704170809000070BBASD36     000000010000000003636000000000007500000000000000400000000000356100000000000364000000001600000262651ACN    
01BBAS    /ERJON      NM201704171244000070BBASD37     000000010000000003736000000000032100000000000000000000000000323500000000000355600000001200000252651ACN    
01BBAS  FM/ERJON      NM201704170248000070BBASD3      000000010000000003386000000000011800000000000062700000000000000400000000000074900000001300000132651ACN    
01BBAS  FM/ERJON      NM201704170779000070BBASD4      000000010000000003486000000000012600000000000100800000000000021300000000000134700000001300000232651ACN    
01BBAS  FM/ERJON      NM201704170795000070BBASD5      000000010000000003586000000000042600000000000042600000000000398600000000000483800000002300001532651ACN    
01BBAS  FM/ERJON      NM201704170817000070BBASD6      000000010000000003686000000000046200000000000035100000000000012600000000000093900000000800000152651ACN    
01BBDC    /EJ PN      N1201704170485000070BBDCD17     000000010000000001677000000000000000000000000000000000000000000220000000000000220000000100000016442ACN    
01BBDC    /EJ PN      N1201704170507000070BBDCD97     000000010000000001768000000000000000000000000027500000000000000000000000000027500000000100000016442ACN    
01BBDC    /EJ ON      N1201704170230000070BBDCD88     000000010000000001856000000000000000000000001100000000000000000000000000001100000000000200000016441ACN    
01BBDC    /EJ PN      N1201704170515000070BBDCD98     000000010000000002177000000000000000000000000027500000000000027500000000000055000000000100000016442ACN    
01BBDC    /EJ PN      N1201704170426000070BBDCD65     000000010000000002222000000000005170000000000000000000000000004200000000000009370000000200000036442ACN    
01BBDC    /EJ ON      N1201704170256000070BBDCD83     000000010000000002288000000000000000000000000000110000000002200000000000002200110000000100000036442ACN    
01BBDC    /EJ PN      N1201704170442000070BBDCD99     000000010000000002313000000000000000000000000000000000000000540760000000000540760000000200000026442ACN    
01BBDC    /EJ PN      N1201704170450000070BBDCD80     000000010000000002404000000000015290000000000003000000000000091050000000000109340000000100000056442ACN    
01BBDC    /EJ PN      N1201704170582000070BBDCD78     000000010000000002450000000000003400000000000000000000000000049280000000000052680000000200000026442ACN    
01BBDC    /EJ ON      N1201704170248000070BBDCD84     000000010000000002606000000000000000000000000000000000000000016830000000000016830000000100000016442ACN    
01BBDC    /EJ ON      N1201704170396000070BBDCD59     000000010000000002651000000000000000000000000000000000000001100000000000001100000000000100000036442ACN    
01BBDC    /EJ ON      N1201704170450000070BBDCD96     000000010000000002697000000000000000000000000000000000000000124740000000000124740000000100000026442ACN    
01BBDC    /EJ PN      N1201704170019000070BBDCD47     000000010000000001836000000000000000000000000003300000000000000000000000000003300000000100000016451ACN    
01BBDC    /EJ PN      N1201704170213000070BBDCD19     000000010000000001950000000000000000000000000000000000000000012630000000000012630000000200000026452ACN    
01BBDC    /EJ PN      N1201704170027000070BBDCD26     000000010000000002268000000000003300000000000003300000000000000000000000000006600000000100000016452ACN    
01BBDC    /EJ PN      N1201704170175000070BBDCD49     000000010000000002495000000000000000000000000000000000000000005170000000000005170000000200000046452ACN    
01BBDC    /EJ PN      N1201704170280000070BBDCD92     000000010000000002859000000000055700000000000000000000000000081400000000000137100000000200000036452ACN    
01BBDC    /EJ ON      N1201704170060000070BBDCD35     000000010000000002878000000000000000000000000000000000000000611600000000000611600000000100000026452ACN    
01BBDC    /EJ PN      N1201704171350000070BBDCD82     000000010000000002904000000000000000000000000016900000000000372440000000000389340000000400000266452ACN    
01BBDC    /EJ PN      N1201704170205000070BBDCD72     000000010000000003040000000000049400000000000870760000000001354000000000002274160000000400000136452ACN    
01BBDC    /EJ PN      N1201704171554000070BBDCD29     000000010000000003086000000000000200000000000000100000000000017860000000000018160000000400000056452ACN    
01BBDC    /EJ ON      N1201704170108000070BBDCD7      000000010000000003288000000000000000000000001683300000000000495000000000002178300000000100000046452ACN    
01BBDC    /EJ PN      N1201704170140000070BBDCD56     000000010000000002520000000000000000000000000005500000000000000100000000000005600000000100000026471ACN    
01BBDC    /EJ PN      N1201704170434000070BBDCD75     000000010000000003486000000000016000000000000001400000000000000900000000000018300000000300000036522ACN    
01BBDC    /EJ PN      N1201704170043000070BBDCD52     000000010000000003186000000000000000000000000000000000000000010000000000000010000000000100000016532ACN    
01BBDC    /EJ PN      N1201704170051000070BBDCD57     000000010000000002720000000000000000000000000000000000000000076700000000000076700000000100000016551ACN    
01BBDC    /EJ PN      N1201704170400000070BBDCD67     000000010000000002745000000000002600000000000000000000000000034100000000000036700000000200000026552ACN    
01BBDC    /EJ PN      N1201704170060000070BBDCD10     000000010000000003004000000000000000000000000000100000000000000000000000000000100000000100000016552ACN    
01BBDC    /EJ PN      N1201704170078000070BBDCD1      000000010000000003111000000000000000000000000005500000000000300100000000000305600000000200000036551ACN    
01BBDC    /EJ PN      N1201704170086000070BBDCD11     000000010000000003161000000000001600000000000083600000000000378300000000000463500000000300000066551ACN    
01BBDC    /EJ PN      N1201704170418000070BBDCD86     000000010000000003586000000000000000000000000032500000000000030000000000000062500000000200000036552ACN    
01BBDC    /EJ PN      N1201704170035000070BBDCD51     000000010000000003136000000000010000000000000010000000000000000000000000000020000000000200000046562ACN    
01BBDC    /EJ PN      N1201704170043000070BBDCD54     000000010000000003436000000000020600000000000233900000000000042300000000000296800000000400000076562ACN    
01BBDC    /EJ ON      N1201704170019000070BBDCD25     000000010000000002494000000000000000000000000000000000000000030000000000000030000000000100000016571ACN    
